,Address,BeginDate,BeginTime,Category,Distance,Duration,EndDate,EndTime,IndexTime,Name,WeekDay,Weather,"Mood (1,2,3,4,5::negative,neutral,positive)"
837,"Austin, TX 78712",1/29/2018,8:57:45,Public University,0,2h 3min 29sec,1/29/2018,11:01:15,1/29/2018 8:57,The University of Texas at Austin,0, clear-day,
838,,1/29/2018,8:41:19,Walking,1559,0h 16min 26sec,1/29/2018,8:57:45,1/29/2018 8:41,Walking,0, clear-day,
839,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/29/2018,0:15:12,Apartment Building,0,8h 26min 7sec,1/29/2018,8:41:19,1/29/2018 0:15,Home,0, clear-night,
840,,1/28/2018,23:55:50,Walking,1428,0h 19min 21sec,1/29/2018,0:15:12,1/28/2018 23:55,Walking,6, clear-night,
841,"2101 Speedway, Austin, TX 78712",1/28/2018,22:25:16,Recreation Center,0,1h 30min 34sec,1/28/2018,23:55:50,1/28/2018 22:25,Gregory Gymnasium,6, clear-night,
842,,1/28/2018,22:20:59,Cycling,1024,0h 4min 16sec,1/28/2018,22:25:16,1/28/2018 22:20,Cycling,6, clear-night,
843,,1/28/2018,22:17:41,On a bus,292,0h 3min 18sec,1/28/2018,22:20:59,1/28/2018 22:17,On a bus,6, clear-night,
844,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/28/2018,18:14:11,Apartment Building,0,4h 3min 30sec,1/28/2018,22:17:41,1/28/2018 18:14,Home,6, clear-night,
845,,1/28/2018,17:56:36,Driving,6091,0h 17min 34sec,1/28/2018,18:14:11,1/28/2018 17:56,Driving,6, clear-day,
846,,1/28/2018,17:44:42,Walking,698,0h 11min 53sec,1/28/2018,17:56:36,1/28/2018 17:44,Walking,6, clear-day,
847,"3825 Lake Austin Blvd, Austin, TX 78703",1/28/2018,14:49:37,Coffee Shop,0,2h 55min 5sec,1/28/2018,17:44:42,1/28/2018 14:49,Mozart's Coffee Roasters,6, clear-day,
848,,1/28/2018,14:12:58,Driving,16422,0h 36min 39sec,1/28/2018,14:49:37,1/28/2018 14:12,Driving,6, clear-day,
849,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/28/2018,12:51:27,Apartment Building,0,1h 21min 30sec,1/28/2018,14:12:58,1/28/2018 12:51,Home,6, clear-day,
850,,1/28/2018,12:33:22,Driving,5984,0h 18min 5sec,1/28/2018,12:51:27,1/28/2018 12:33,Driving,6, clear-day,
851,"2405 Nueces St, Austin, TX 78705",1/28/2018,11:58:08,Deli,0,0h 35min 14sec,1/28/2018,12:33:22,1/28/2018 11:58,Fricano's Deli & Catering,6, clear-day,
852,,1/28/2018,11:46:51,Driving,4415,0h 11min 17sec,1/28/2018,11:58:08,1/28/2018 11:46,Driving,6, clear-day,
853,"1715 Cesar Chavez St, Austin, TX 78703",1/28/2018,7:34:37,High School,0,4h 12min 14sec,1/28/2018,11:46:51,1/28/2018 7:34,Austin High School,6, clear-day,
854,,1/28/2018,7:19:33,Driving,10311,0h 15min 4sec,1/28/2018,7:34:37,1/28/2018 7:19,Driving,6, clear-night,
855,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/27/2018,23:35:02,Apartment Building,0,7h 44min 30sec,1/28/2018,7:19:33,1/27/2018 23:35,Home,5, partly-cloudy-night,
856,,1/27/2018,23:17:40,Driving,14265,0h 17min 21sec,1/27/2018,23:35:02,1/27/2018 23:17,Driving,5, partly-cloudy-night,
857,"11900 Hobby Horse Ct, Austin, TX 78758",1/27/2018,15:14:24,Apartment Building,0,8h 3min 16sec,1/27/2018,23:17:40,1/27/2018 15:14,Radius at the Domain,5, partly-cloudy-day,
858,,1/27/2018,15:01:25,Driving,6966,0h 12min 59sec,1/27/2018,15:14:24,1/27/2018 15:01,Driving,5, partly-cloudy-day,
859,"500 Canyon Ridge Drive, Austin, TX 78753",1/27/2018,14:25:32,Shopping Mall,0,0h 35min 53sec,1/27/2018,15:01:25,1/27/2018 14:25,Tech Ridge Center,5, partly-cloudy-day,
860,,1/27/2018,14:22:23,Driving,2941,0h 3min 9sec,1/27/2018,14:25:32,1/27/2018 14:22,Driving,5, partly-cloudy-day,
861,"12901 N I-35 Service Rd. NB Bldg. 15, Suite 1540, Austin, TX 78753",1/27/2018,13:36:38,Asian Fusion Restaurant,0,0h 45min 45sec,1/27/2018,14:22:23,1/27/2018 13:36,Pei Wei,5, clear-day,
862,,1/27/2018,13:05:38,Driving,22328,0h 31min 0sec,1/27/2018,13:36:38,1/27/2018 13:05,Driving,5, clear-day,
863,"3825 Lake Austin Blvd, Austin, TX 78703",1/27/2018,9:36:51,Coffee Shop,0,3h 28min 47sec,1/27/2018,13:05:38,1/27/2018 9:36,Mozart's Coffee Roasters,5, clear-day,
864,,1/27/2018,9:26:21,Driving,6995,0h 10min 30sec,1/27/2018,9:36:51,1/27/2018 9:26,Driving,5, clear-day,
865,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/26/2018,23:02:50,Apartment Building,0,10h 23min 30sec,1/27/2018,9:26:21,1/26/2018 23:02,Home,4, cloudy,
866,,1/26/2018,22:47:08,Driving,14798,0h 15min 41sec,1/26/2018,23:02:50,1/26/2018 22:47,Driving,4, clear-night,
867,"11900 Hobby Horse Ct, Austin, TX 78758",1/26/2018,21:19:30,Apartment Building,0,1h 27min 38sec,1/26/2018,22:47:08,1/26/2018 21:19,Radius at the Domain,4, clear-night,
868,,1/26/2018,20:59:55,Driving,13780,0h 19min 34sec,1/26/2018,21:19:30,1/26/2018 20:59,Driving,4, clear-night,
869,"11200 Lakeline Mall Dr, Cedar Park, TX 78613",1/26/2018,18:19:02,Shopping Mall,0,2h 40min 52sec,1/26/2018,20:59:55,1/26/2018 18:19,Lakeline Mall,4, cloudy,
870,,1/26/2018,18:00:57,Driving,18173,0h 18min 5sec,1/26/2018,18:19:02,1/26/2018 18:00,Driving,4, cloudy,
871,"12501 N Mopac Expy, Austin, TX 78727",1/26/2018,17:44:32,Fast Food,0,0h 16min 25sec,1/26/2018,18:00:57,1/26/2018 17:44,Chick-fil-A,4, cloudy,
872,,1/26/2018,17:40:58,Driving,2173,0h 3min 34sec,1/26/2018,17:44:32,1/26/2018 17:40,Driving,4, cloudy,
873,"11900 Hobby Horse Ct, Austin, TX 78758",1/26/2018,15:14:10,Apartment Building,0,2h 26min 47sec,1/26/2018,17:40:58,1/26/2018 15:14,Radius at the Domain,4, clear-day,
874,,1/26/2018,15:01:32,Driving,5921,0h 12min 37sec,1/26/2018,15:14:10,1/26/2018 15:01,Driving,4, clear-day,
875,"2900 W Anderson Ln, Austin, TX 78757",1/26/2018,14:08:42,Jewelry Store,0,0h 52min 49sec,1/26/2018,15:01:32,1/26/2018 14:08,Benold's Jewelers,4, clear-day,
876,,1/26/2018,13:48:33,Driving,12750,0h 20min 9sec,1/26/2018,14:08:42,1/26/2018 13:48,Driving,4, clear-day,
877,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/26/2018,12:37:58,Apartment Building,0,1h 10min 35sec,1/26/2018,13:48:33,1/26/2018 12:37,Home,4, cloudy,
878,,1/26/2018,12:21:25,Walking,1538,0h 16min 33sec,1/26/2018,12:37:58,1/26/2018 12:21,Walking,4, cloudy,
879,"Austin, TX 78712",1/26/2018,8:46:44,Public University,0,3h 34min 40sec,1/26/2018,12:21:25,1/26/2018 8:46,The University of Texas at Austin,4, clear-day,
880,,1/26/2018,8:36:23,Walking,1430,0h 10min 21sec,1/26/2018,8:46:44,1/26/2018 8:36,Walking,4, clear-day,
881,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/25/2018,21:32:04,Apartment Building,0,11h 4min 19sec,1/26/2018,8:36:23,1/25/2018 21:32,Home,3, partly-cloudy-night,
882,,1/25/2018,21:25:21,Walking,931,0h 6min 43sec,1/25/2018,21:32:04,1/25/2018 21:25,Walking,3, partly-cloudy-night,
883,"301 E Dean Keeton St, Austin, TX 78712",1/25/2018,18:30:25,School,0,2h 54min 55sec,1/25/2018,21:25:21,1/25/2018 18:30,ECJ,3, partly-cloudy-night,
884,,1/25/2018,18:23:23,Skateboarding,921,0h 7min 2sec,1/25/2018,18:30:25,1/25/2018 18:23,Skateboarding,3, partly-cloudy-night,
885,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/25/2018,17:28:58,Apartment Building,0,0h 54min 25sec,1/25/2018,18:23:23,1/25/2018 17:28,Home,3, partly-cloudy-day,
886,,1/25/2018,17:18:07,Walking,1101,0h 10min 50sec,1/25/2018,17:28:58,1/25/2018 17:18,Walking,3, partly-cloudy-day,
887,"Austin, TX 78712",1/25/2018,15:26:22,Public University,0,1h 51min 45sec,1/25/2018,17:18:07,1/25/2018 15:26,The University of Texas at Austin,3, clear-day,
888,,1/25/2018,15:14:28,Walking,810,0h 11min 53sec,1/25/2018,15:26:22,1/25/2018 15:14,Walking,3, clear-day,
889,"301 E Dean Keeton St, Austin, TX 78712",1/25/2018,13:57:46,School,0,1h 16min 42sec,1/25/2018,15:14:28,1/25/2018 13:57,ECJ,3, clear-day,
890,,1/25/2018,13:42:06,Walking,935,0h 15min 39sec,1/25/2018,13:57:46,1/25/2018 13:42,Walking,3, clear-day,
891,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/25/2018,12:48:08,Apartment Building,0,0h 53min 58sec,1/25/2018,13:42:06,1/25/2018 12:48,Home,3, clear-day,
892,,1/25/2018,12:40:01,Driving,940,0h 8min 7sec,1/25/2018,12:48:08,1/25/2018 12:40,Driving,3, clear-day,
893,"Austin, TX",1/25/2018,12:30:42,,0,0h 9min 18sec,1/25/2018,12:40:01,1/25/2018 12:30,University of Texas at Austin,3, clear-day,
894,,1/25/2018,12:18:13,Walking,482,0h 12min 29sec,1/25/2018,12:30:42,1/25/2018 12:18,Walking,3, clear-day,
895,"Austin, TX 78712",1/25/2018,9:05:31,Public University,0,3h 12min 42sec,1/25/2018,12:18:13,1/25/2018 9:05,The University of Texas at Austin,3, clear-day,
896,,1/25/2018,9:03:30,Walking,431,0h 2min 0sec,1/25/2018,9:05:31,1/25/2018 9:03,Walking,3, clear-day,
897,,1/25/2018,8:55:36,Driving,3040,0h 7min 54sec,1/25/2018,9:03:30,1/25/2018 8:55,Driving,3, clear-day,
898,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/24/2018,22:18:52,Apartment Building,0,10h 36min 43sec,1/25/2018,8:55:36,1/24/2018 22:18,Home,2, clear-night,
899,,1/24/2018,22:03:46,Driving,9801,0h 15min 5sec,1/24/2018,22:18:52,1/24/2018 22:03,Driving,2, clear-night,
900,"2525 W Anderson Ln #285, Austin, TX 78757",1/24/2018,20:10:02,Tea House,0,1h 53min 44sec,1/24/2018,22:03:46,1/24/2018 20:10,Tea Haus,2, clear-night,
901,,1/24/2018,19:53:41,Driving,6786,0h 16min 20sec,1/24/2018,20:10:02,1/24/2018 19:53,Driving,2, clear-night,
902,"10901 N Lamar Blvd, Austin, TX 78753",1/24/2018,18:55:11,Shopping Mall,0,0h 58min 30sec,1/24/2018,19:53:41,1/24/2018 18:55,Chinatown Center,2, clear-night,
903,,1/24/2018,18:27:57,Driving,13036,0h 27min 14sec,1/24/2018,18:55:11,1/24/2018 18:27,Driving,2, clear-night,
904,,1/24/2018,18:20:44,Walking,328,0h 7min 12sec,1/24/2018,18:27:57,1/24/2018 18:20,Walking,2, clear-night,
905,"Austin, TX 78712",1/24/2018,13:54:00,,0,4h 26min 44sec,1/24/2018,18:20:44,1/24/2018 13:54,Norman Hackerman Building,2, clear-day,
906,,1/24/2018,13:37:05,Driving,2358,0h 16min 54sec,1/24/2018,13:54:00,1/24/2018 13:37,Driving,2, clear-day,
907,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/24/2018,12:30:58,Apartment Building,0,1h 6min 7sec,1/24/2018,13:37:05,1/24/2018 12:30,Home,2, clear-day,
908,,1/24/2018,12:26:34,Driving,1048,0h 4min 23sec,1/24/2018,12:30:58,1/24/2018 12:26,Driving,2, clear-day,
909,"Austin, TX 78712",1/24/2018,8:46:48,Public University,0,3h 39min 45sec,1/24/2018,12:26:34,1/24/2018 8:46,The University of Texas at Austin,2, clear-day,
910,,1/24/2018,8:40:39,On a bus,1293,0h 6min 8sec,1/24/2018,8:46:48,1/24/2018 8:40,On a bus,2, clear-day,
911,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/24/2018,0:07:48,Apartment Building,0,8h 32min 51sec,1/24/2018,8:40:39,1/24/2018 0:07,Home,2, clear-night,
912,,1/24/2018,0:05:43,Walking,528,0h 2min 4sec,1/24/2018,0:07:48,1/24/2018 0:05,Walking,2, clear-night,
913,,1/23/2018,23:53:16,Driving,12829,0h 12min 27sec,1/24/2018,0:05:43,1/23/2018 23:53,Driving,1, clear-night,
914,"11900 Hobby Horse Ct, Austin, TX 78758",1/23/2018,18:46:29,Apartment Building,0,5h 6min 46sec,1/23/2018,23:53:16,1/23/2018 18:46,Radius at the Domain,1, clear-night,
915,,1/23/2018,18:00:00,Moving,0,0h 46min 29sec,1/23/2018,18:46:29,1/23/2018 18:00,Moving,1, clear-night,
916,"11900 Hobby Horse Ct, Austin, TX 78758",1/23/2018,17:04:09,Apartment Building,0,0h 55min 50sec,1/23/2018,18:00:00,1/23/2018 17:04,Radius at the Domain,1, clear-day,
917,,1/23/2018,16:36:03,Driving,16601,0h 28min 5sec,1/23/2018,17:04:09,1/23/2018 16:36,Driving,1, clear-day,
918,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/23/2018,15:37:08,Apartment Building,0,0h 58min 55sec,1/23/2018,16:36:03,1/23/2018 15:37,Home,1, clear-day,
919,,1/23/2018,15:35:29,Walking,793,0h 1min 38sec,1/23/2018,15:37:08,1/23/2018 15:35,Walking,1, clear-day,
920,"Austin, TX 78712",1/23/2018,13:39:33,Public University,0,1h 55min 56sec,1/23/2018,15:35:29,1/23/2018 13:39,The University of Texas at Austin,1, clear-day,
921,,1/23/2018,13:30:42,On a bus,1895,0h 8min 50sec,1/23/2018,13:39:33,1/23/2018 13:30,On a bus,1, clear-day,
922,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/22/2018,16:09:21,Apartment Building,0,21h 21min 21sec,1/23/2018,13:30:42,1/22/2018 16:09,Home,0, clear-day,
923,,1/22/2018,16:02:59,Driving,1730,0h 6min 21sec,1/22/2018,16:09:21,1/22/2018 16:02,Driving,0, clear-day,
924,"1190 Chicon St, Austin, TX 78702",1/22/2018,14:55:52,Community Center,0,1h 7min 7sec,1/22/2018,16:02:59,1/22/2018 14:55,Mission Possible Austin,0, clear-day,
925,,1/22/2018,14:52:47,Driving,1834,0h 3min 5sec,1/22/2018,14:55:52,1/22/2018 14:52,Driving,0, clear-day,
926,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/22/2018,12:55:06,Apartment Building,0,1h 57min 41sec,1/22/2018,14:52:47,1/22/2018 12:55,Home,0, clear-day,
927,,1/22/2018,12:37:17,Walking,1250,0h 17min 48sec,1/22/2018,12:55:06,1/22/2018 12:37,Walking,0, clear-day,
928,"Austin, TX 78712",1/22/2018,8:57:00,Public University,0,3h 40min 16sec,1/22/2018,12:37:17,1/22/2018 8:57,The University of Texas at Austin,0, clear-day,
929,,1/22/2018,8:43:29,Walking,1843,0h 13min 30sec,1/22/2018,8:57:00,1/22/2018 8:43,Walking,0, clear-day,
930,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/21/2018,22:47:04,Apartment Building,0,9h 56min 25sec,1/22/2018,8:43:29,1/21/2018 22:47,Home,6, partly-cloudy-night,
931,,1/21/2018,22:32:53,Driving,14291,0h 14min 11sec,1/21/2018,22:47:04,1/21/2018 22:32,Driving,6, clear-night,
932,"11900 Hobby Horse Ct, Austin, TX 78758",1/21/2018,22:25:16,Apartment Building,0,0h 7min 36sec,1/21/2018,22:32:53,1/21/2018 22:25,Radius at the Domain,6, clear-night,
933,,1/21/2018,22:06:42,Driving,13641,0h 18min 34sec,1/21/2018,22:25:16,1/21/2018 22:06,Driving,6, clear-night,
934,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/21/2018,19:16:11,Apartment Building,0,2h 50min 31sec,1/21/2018,22:06:42,1/21/2018 19:16,Home,6, partly-cloudy-night,
935,,1/21/2018,18:13:32,Driving,111133,1h 2min 38sec,1/21/2018,19:16:11,1/21/2018 18:13,Driving,6, partly-cloudy-night,
936,"4155 N General Bruce Dr, Temple, TX 76501",1/21/2018,18:05:22,Convenience Store,0,0h 8min 10sec,1/21/2018,18:13:32,1/21/2018 18:05,Buc-ee's,6, clear-night,
937,,1/21/2018,15:44:48,Driving,235907,2h 20min 33sec,1/21/2018,18:05:22,1/21/2018 15:44,Driving,6, partly-cloudy-day,
938,"Plano, TX 75025",1/21/2018,15:04:53,,0,0h 39min 55sec,1/21/2018,15:44:48,1/21/2018 15:04,2217 Stanmore Ln,6, rain,
939,,1/21/2018,14:30:56,Driving,16383,0h 33min 56sec,1/21/2018,15:04:53,1/21/2018 14:30,Driving,6, wind,
940,"Plano, TX 75074",1/21/2018,13:16:27,,0,1h 14min 29sec,1/21/2018,14:30:56,1/21/2018 13:16,2428 Bigleaf Ct,6, partly-cloudy-day,
941,,1/21/2018,13:07:50,Driving,4502,0h 8min 37sec,1/21/2018,13:16:27,1/21/2018 13:07,Driving,6, partly-cloudy-day,
942,"700 E 15th St, Plano, TX 75074",1/21/2018,10:57:26,Seafood,0,2h 10min 23sec,1/21/2018,13:07:50,1/21/2018 10:57,Fish Shack,6, wind,
943,,1/21/2018,10:47:33,Driving,5417,0h 9min 52sec,1/21/2018,10:57:26,1/21/2018 10:47,Driving,6, wind,
944,"Plano, Texas",1/21/2018,9:36:53,,0,1h 10min 40sec,1/21/2018,10:47:33,1/21/2018 9:36,Plano,6, wind,
945,,1/21/2018,9:31:20,Driving,2432,0h 5min 32sec,1/21/2018,9:36:53,1/21/2018 9:31,Driving,6, wind,
946,"Plano, TX 75074",1/21/2018,1:09:36,,0,8h 21min 44sec,1/21/2018,9:31:20,1/21/2018 1:09,2428 Bigleaf Ct,6, wind,
947,,1/21/2018,0:54:48,Driving,7686,0h 14min 47sec,1/21/2018,1:09:36,1/21/2018 0:54,Driving,6, wind,
948,"Plano, TX 75025",1/20/2018,21:15:00,,0,3h 39min 48sec,1/21/2018,0:54:48,1/20/2018 21:15,2217 Stanmore Ln,5, wind,
949,,1/20/2018,20:59:41,Driving,8248,0h 15min 18sec,1/20/2018,21:15:00,1/20/2018 20:59,Driving,5, wind,
950,"5901 Winthrop Street Ste 110, Plano, TX 75024",1/20/2018,18:58:48,New American Restaurant,0,2h 0min 53sec,1/20/2018,20:59:41,1/20/2018 18:58,Haywire,5, wind,
951,,1/20/2018,18:46:51,Driving,9024,0h 11min 57sec,1/20/2018,18:58:48,1/20/2018 18:46,Driving,5, wind,
952,"Plano, TX 75025",1/20/2018,15:43:29,,0,3h 3min 22sec,1/20/2018,18:46:51,1/20/2018 15:43,2217 Stanmore Ln,5, wind,
953,,1/20/2018,14:46:27,Driving,14103,0h 57min 1sec,1/20/2018,15:43:29,1/20/2018 14:46,Driving,5, wind,
954,"Plano, Texas",1/20/2018,14:31:11,,0,0h 15min 16sec,1/20/2018,14:46:27,1/20/2018 14:31,Plano,5, wind,
955,,1/20/2018,14:20:50,Driving,3672,0h 10min 20sec,1/20/2018,14:31:11,1/20/2018 14:20,Driving,5, wind,
956,"1520 Independence Pkwy, Plano, TX 75075",1/20/2018,13:37:37,Chinese,0,0h 43min 13sec,1/20/2018,14:20:50,1/20/2018 13:37,Sun Lok Kee BBQ,5, wind,
957,,1/20/2018,13:20:48,Driving,8944,0h 16min 48sec,1/20/2018,13:37:37,1/20/2018 13:20,Driving,5, wind,
958,"Plano, TX 75074",1/20/2018,2:10:24,,0,11h 10min 24sec,1/20/2018,13:20:48,1/20/2018 2:10,2428 Bigleaf Ct,5, cloudy,
959,,1/20/2018,2:06:39,Walking,49,0h 3min 44sec,1/20/2018,2:10:24,1/20/2018 2:06,Walking,5, cloudy,
960,,1/20/2018,1:51:27,Driving,7605,0h 15min 11sec,1/20/2018,2:06:39,1/20/2018 1:51,Driving,5, clear-night,
961,"Plano, TX 75025",1/19/2018,19:59:51,,0,5h 51min 36sec,1/20/2018,1:51:27,1/19/2018 19:59,2217 Stanmore Ln,4, clear-night,
962,,1/19/2018,19:32:39,Driving,4030,0h 27min 11sec,1/19/2018,19:59:51,1/19/2018 19:32,Driving,4, clear-night,
963,"755 S Custer Rd, Allen, TX 75013",1/19/2018,18:45:45,Convenience Store,0,0h 46min 54sec,1/19/2018,19:32:39,1/19/2018 18:45,7-Eleven,4, cloudy,
964,,1/19/2018,14:50:42,Driving,369667,3h 55min 2sec,1/19/2018,18:45:45,1/19/2018 14:50,Driving,4, wind,
965,"11900 Hobby Horse Ct, Austin, TX 78758",1/19/2018,14:44:16,Apartment Building,0,0h 6min 25sec,1/19/2018,14:50:42,1/19/2018 14:44,Radius at the Domain,4, clear-day,
966,,1/19/2018,14:25:05,Driving,5889,0h 19min 10sec,1/19/2018,14:44:16,1/19/2018 14:25,Driving,4, clear-day,
967,"2525 W Anderson Ln, Austin, TX 78757",1/19/2018,14:07:56,Shopping Mall,0,0h 17min 9sec,1/19/2018,14:25:05,1/19/2018 14:07,Northcross Mall,4, clear-day,
968,,1/19/2018,13:55:20,Driving,11227,0h 12min 36sec,1/19/2018,14:07:56,1/19/2018 13:55,Driving,4, clear-day,
969,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/19/2018,12:47:08,Apartment Building,0,1h 8min 12sec,1/19/2018,13:55:20,1/19/2018 12:47,Home,4, cloudy,
970,,1/19/2018,12:09:16,Driving,19932,0h 37min 51sec,1/19/2018,12:47:08,1/19/2018 12:09,Driving,4, cloudy,
971,,1/19/2018,11:51:15,Walking,1611,0h 18min 1sec,1/19/2018,12:09:16,1/19/2018 11:51,Walking,4, cloudy,
972,"Austin, TX 78712",1/19/2018,9:01:47,Public University,0,2h 49min 27sec,1/19/2018,11:51:15,1/19/2018 9:01,The University of Texas at Austin,4, clear-day,
973,,1/19/2018,8:56:23,Walking,765,0h 5min 23sec,1/19/2018,9:01:47,1/19/2018 8:56,Walking,4, clear-day,
974,,1/19/2018,8:32:59,Driving,6797,0h 23min 24sec,1/19/2018,8:56:23,1/19/2018 8:32,Driving,4, clear-day,
975,"5011 Burnet Rd, Austin, TX 78756",1/19/2018,7:37:51,Eye Care Center,0,0h 55min 7sec,1/19/2018,8:32:59,1/19/2018 7:37,Eye Physicians of Austin,4, clear-day,
976,,1/19/2018,7:28:16,Driving,5453,0h 9min 35sec,1/19/2018,7:37:51,1/19/2018 7:28,Driving,4, clear-night,
977,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/18/2018,21:26:42,Apartment Building,0,10h 1min 34sec,1/19/2018,7:28:16,1/18/2018 21:26,Home,3, partly-cloudy-night,
978,,1/18/2018,21:20:35,Driving,889,0h 6min 6sec,1/18/2018,21:26:42,1/18/2018 21:20,Driving,3, partly-cloudy-night,
979,"301 E Dean Keeton St, Austin, TX 78712",1/18/2018,18:30:28,School,0,2h 50min 7sec,1/18/2018,21:20:35,1/18/2018 18:30,ECJ,3, cloudy,
980,,1/18/2018,18:21:39,Walking,544,0h 8min 48sec,1/18/2018,18:30:28,1/18/2018 18:21,Walking,3, cloudy,
981,"Austin, TX 78712",1/18/2018,15:06:22,Public University,0,3h 15min 17sec,1/18/2018,18:21:39,1/18/2018 15:06,The University of Texas at Austin,3, clear-day,
982,,1/18/2018,15:03:58,Walking,492,0h 2min 23sec,1/18/2018,15:06:22,1/18/2018 15:03,Walking,3, clear-day,
983,"Austin, TX",1/18/2018,14:04:28,,0,0h 59min 30sec,1/18/2018,15:03:58,1/18/2018 14:04,University of Texas at Austin,3, clear-day,
984,,1/18/2018,13:58:58,Driving,925,0h 5min 30sec,1/18/2018,14:04:28,1/18/2018 13:58,Driving,3, clear-day,
985,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/18/2018,11:34:04,Apartment Building,0,2h 24min 54sec,1/18/2018,13:58:58,1/18/2018 11:34,Home,3, cloudy,
986,,1/18/2018,11:26:38,Driving,2971,0h 7min 25sec,1/18/2018,11:34:04,1/18/2018 11:26,Driving,3, cloudy,
987,"Austin, TX 78712",1/18/2018,8:57:44,Public University,0,2h 28min 54sec,1/18/2018,11:26:38,1/18/2018 8:57,The University of Texas at Austin,3, clear-day,
988,,1/18/2018,8:52:06,On a bus,3196,0h 5min 37sec,1/18/2018,8:57:44,1/18/2018 8:52,On a bus,3, clear-day,
989,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/17/2018,23:28:55,Apartment Building,0,9h 23min 11sec,1/18/2018,8:52:06,1/17/2018 23:28,Home,2, clear-night,
990,,1/17/2018,23:10:17,Driving,13682,0h 18min 37sec,1/17/2018,23:28:55,1/17/2018 23:10,Driving,2, clear-night,
991,"11900 Hobby Horse Ct, Austin, TX 78758",1/17/2018,18:33:07,Apartment Building,0,4h 37min 10sec,1/17/2018,23:10:17,1/17/2018 18:33,Radius at the Domain,2, clear-night,
992,,1/17/2018,18:23:07,Driving,3899,0h 9min 59sec,1/17/2018,18:33:07,1/17/2018 18:23,Driving,2, clear-night,
993,"11150 Research Blvd #216, Austin, TX 78759",1/17/2018,17:38:27,Sushi,0,0h 44min 40sec,1/17/2018,18:23:07,1/17/2018 17:38,Poke House Austin,2, clear-day,
994,,1/17/2018,17:05:38,Driving,17576,0h 32min 49sec,1/17/2018,17:38:27,1/17/2018 17:05,Driving,2, clear-day,
995,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/17/2018,12:44:47,Apartment Building,0,4h 20min 51sec,1/17/2018,17:05:38,1/17/2018 12:44,Home,2, clear-day,
996,,1/17/2018,12:28:36,Walking,1500,0h 16min 10sec,1/17/2018,12:44:47,1/17/2018 12:28,Walking,2, clear-day,
997,"Austin, TX 78712",1/17/2018,9:00:07,Public University,0,3h 28min 29sec,1/17/2018,12:28:36,1/17/2018 9:00,The University of Texas at Austin,2, clear-day,
998,,1/17/2018,8:46:21,Walking,1976,0h 13min 46sec,1/17/2018,9:00:07,1/17/2018 8:46,Walking,2, clear-day,
999,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/16/2018,20:56:41,Apartment Building,0,11h 49min 39sec,1/17/2018,8:46:21,1/16/2018 20:56,Home,1, clear-night,
1000,,1/16/2018,20:50:36,Driving,1554,0h 6min 5sec,1/16/2018,20:56:41,1/16/2018 20:50,Driving,1, clear-night,
1001,"2230-32, Guadalupe St, Austin, TX 78705",1/16/2018,19:39:27,Mexican,0,1h 11min 9sec,1/16/2018,20:50:36,1/16/2018 19:39,Chipotle Mexican Grill,1, clear-night,
1002,,1/16/2018,19:20:11,Driving,2321,0h 19min 16sec,1/16/2018,19:39:27,1/16/2018 19:20,Driving,1, clear-night,
1003,"Austin, TX 78712",1/16/2018,18:21:09,Public University,0,0h 59min 1sec,1/16/2018,19:20:11,1/16/2018 18:21,The University of Texas at Austin,1, cloudy,
1004,,1/16/2018,18:11:57,Walking,1153,0h 9min 12sec,1/16/2018,18:21:09,1/16/2018 18:11,Walking,1, cloudy,
1005,,1/16/2018,18:07:26,On a bus,859,0h 4min 30sec,1/16/2018,18:11:57,1/16/2018 18:07,On a bus,1, cloudy,
1006,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/16/2018,13:20:43,Apartment Building,0,4h 46min 43sec,1/16/2018,18:07:26,1/16/2018 13:20,Home,1, wind,
1007,,1/16/2018,13:02:08,Driving,12996,0h 18min 34sec,1/16/2018,13:20:43,1/16/2018 13:02,Driving,1, wind,
